Draw,Objective value,Solver converged,Initial top policy,Cumulative top policy,Affordability-oriented cumulative effort share,All seven final shortfalls below initial,Final mean remaining shortfall,Final affordability mean shortfall,Final nutrition mean shortfall,Final environmental mean shortfall,Environmental policy cumulative effort
27,57.5500737166483,True,Social protection policy,Social protection policy,0.8446696194804874,True,0.025636289261927465,0.0503734027040601,0.011149877640571737,0.028203732072114296,2.646998764354861
28,102.65454124998666,True,Social protection policy,Social protection policy,0.7752094196323979,True,0.14771513166037661,0.2904636189675544,0.20126274041769032,0.02527660142607338,4.518648619325048
29,74.69674748463066,True,Social protection policy,Social protection policy,0.7842744324907975,True,0.06840449516401173,0.16855774285844077,0.034166306026440996,0.0366916841891593,4.17601414134638
30,75.92883244420237,True,Social protection policy,Social protection policy,0.9128852528983358,True,0.07622173887019364,0.20963252030134738,0.039233652292434806,0.017909913451895493,1.7145392457916342
31,75.05669538876596,True,Social protection policy,Social protection policy,0.7716200856449569,True,0.04547886827902226,0.07729546030691187,0.07391181315000894,0.007968765519657105,3.7787700854344055
32,87.11430489435321,True,Social protection policy,Infrastructure investment,0.851524535787819,True,0.10168232196801948,0.298494089165644,0.048206197578761434,0.009187840143662716,3.151350283753275
33,99.04341044510663,True,Infrastructure investment,Infrastructure investment,0.8299991273911927,True,0.044698430946080295,0.02545139146941483,0.10760984654117989,0.023383270300686335,3.5992853315221964
34,99.50572523406467,True,Infrastructure investment,Infrastructure investment,0.7199878291666,True,0.035607407143025335,0.08587189737224155,0.01822863316871015,0.02052539445963697,6.869640403394875
35,84.7662564465634,True,Infrastructure investment,Infrastructure investment,0.7741966859147792,True,0.04095335190530632,0.03338554730126109,0.10623561670903492,0.003715567658276117,4.91676035541085
36,80.86607489566732,True,Infrastructure investment,Infrastructure investment,0.7527403504620594,True,0.04347156709042526,0.028551536720559545,0.08103109327760061,0.042567854818328255,3.970591446559551
37,106.06216227651367,True,Social protection policy,Infrastructure investment,0.8683162829745124,True,0.03344865845591978,0.0988889808331439,0.0,0.018181323762575335,3.424500569404737
38,133.15486120860533,True,Social protection policy,Infrastructure investment,0.8683545178678848,True,0.0652802186567262,0.1278598376462336,0.07418585711252773,0.026435070539780406,2.8094231160943712
39,116.08958191195441,True,Social protection policy,Social protection policy,0.8256297796759637,True,0.03994399001169915,0.0783864668242919,0.05136048960371564,0.010057008612939476,3.828809894201708
40,71.14608946029495,True,Social protection policy,Social protection policy,0.7686858159535155,True,0.05536408201794269,0.07848670690709036,0.110886917890332,0.004400662265377053,5.044924280096167
