Draw,Objective value,Solver converged,Initial top policy,Cumulative top policy,Affordability-oriented cumulative effort share,All seven final shortfalls below initial,Final mean remaining shortfall,Final affordability mean shortfall,Final nutrition mean shortfall,Final environmental mean shortfall,Environmental policy cumulative effort
239,110.92351992887296,True,Social protection policy,Infrastructure investment,0.7695906671288438,True,0.027636581862672205,0.05329164785373908,0.03661798368243907,0.00681840498317457,5.295307333476212
240,60.68505429166487,True,Social protection policy,Infrastructure investment,0.8243297706373303,True,0.04536448947399361,0.1078143591852091,0.04378241889854112,0.007178935075227405,2.6942843564118357
241,73.67240327729718,True,Social protection policy,Social protection policy,0.8250989366872115,True,0.06064729734435315,0.15551672025387014,0.04180972224164564,0.014939098209720246,3.160840910575028
242,95.60233843367669,True,Social protection policy,Infrastructure investment,0.765282005997225,True,0.10025904673323681,0.16411278040905997,0.15601493735619304,0.03077894580107582,4.158073477736025
243,97.71451897893226,True,Infrastructure investment,Infrastructure investment,0.8197427613228102,True,0.03612461337369042,0.07754586593813029,0.045367934464761506,0.003522346405024652,3.6577018445050706
244,110.47251337283826,True,Social protection policy,Social protection policy,0.7315474209786793,True,0.08778713920100885,0.21286141934747627,0.09196477797702751,0.002428789879027199,6.025827542466159
245,101.05015837556938,True,Social protection policy,Social protection policy,0.8238732210667696,True,0.06730438180166684,0.1601988845286244,0.06844674143169971,0.006919710345509811,3.9761849661643947
246,88.75061631899328,True,Infrastructure investment,Infrastructure investment,0.8873258942441512,True,0.0314481403368016,0.05493144199342137,0.042181894479445425,0.012955154705938804,2.4215229971993297
247,102.42424061124649,True,Social protection policy,Social protection policy,0.8676719595032906,True,0.04654617656305624,0.1344398465711848,0.010423511126905982,0.018048260272606052,3.168936683904831
248,93.16712179046309,True,Social protection policy,Social protection policy,0.740707953497654,True,0.036188870187416074,0.0952408835609147,0.03137336906744226,4.679302759930115e-05,5.361816042546285
249,70.66392650044828,True,Social protection policy,Infrastructure investment,0.7957592765754,True,0.016743242580414007,0.0442747965760405,0.0075613557184127655,0.006765196736995764,3.4536879753560155
250,93.65126499238295,True,Social protection policy,Social protection policy,0.8121789991011933,True,0.056639828480908684,0.1494097418599779,0.03358739463595245,0.015242263187250013,4.076876794581207
251,74.00498647386745,True,Social protection policy,Social protection policy,0.784413036509576,True,0.03034222011164922,0.06334019105497996,0.04004336622268423,0.0028142131131080883,4.448122150843502
252,83.7034641514536,True,Social protection policy,Infrastructure investment,0.8412122102740504,True,0.0925063039611632,0.18207189687062952,0.11261701311787764,0.029083153875564018,3.4703315951504585
253,95.7794083662267,True,Social protection policy,Social protection policy,0.7962952112133973,True,0.03349142188699871,0.08072523829886213,0.032025884712515884,0.004468853593117467,4.261362400052615
254,58.60814103311769,True,Social protection policy,Social protection policy,0.8937630932845841,True,0.039426881147085,0.03000863254207875,0.09240473375886216,0.015580717713856614,1.8328192233411844
255,71.18432652939451,True,Social protection policy,Social protection policy,0.8497915382580519,True,0.013275086134694275,0.023049048026156593,0.014355007908302575,0.009058745536970794,2.6043643544692694
256,73.84903107591289,True,Social protection policy,Social protection policy,0.871546353800415,True,0.03129995102720966,0.03715748514021672,0.05413359561165354,0.01825874784336355,2.28091415661583
257,100.48623553432532,True,Social protection policy,Social protection policy,0.8268882984113101,True,0.11037044232911837,0.2216141433002175,0.15535699462704655,0.009325410224650194,4.2034028121113405
258,98.20845176957474,True,Social protection policy,Social protection policy,0.8668615719617992,True,0.03188564223327555,0.09492571855930987,0.011708198996250196,0.004965830260904358,3.145397563016694
259,86.28022835861921,True,Social protection policy,Social protection policy,0.9311516551343606,True,0.03502448802285165,0.06566843936306621,0.029127935260430338,0.027789333456484225,1.548513004204487
260,54.63118817793771,True,Social protection policy,Social protection policy,0.7870896988082849,True,0.011388546928996542,0.008007766687348095,0.020875368003260175,0.010976779560879626,3.5505173211401084
261,94.6646107243733,True,Infrastructure investment,Infrastructure investment,0.7953454906535398,True,0.07452448326961733,0.15301404722872403,0.09915670602644128,0.008664938188495355,4.2657958031426855
262,70.86058585954005,True,Social protection policy,Social protection policy,0.7255473401866347,True,0.06467592517282354,0.09607642589884369,0.08330624873384107,0.04698306347219766,4.38279433678113
263,57.93882634582817,True,Social protection policy,Social protection policy,0.8420655282212279,True,0.06785355929297414,0.10205836744396468,0.11017866568974066,0.025250424391704177,2.770729277951643
264,50.09663083668294,True,Social protection policy,Infrastructure investment,0.8214581523956034,True,0.045087875764215336,0.0864187808335537,0.06267806212414129,0.00871072221705868,3.2176011979874577
265,87.7953743496511,True,Social protection policy,Social protection policy,0.8003176008657702,True,0.08191046395581084,0.21451704308570518,0.06934032996787043,0.0028292507917623486,4.813172983917066
266,79.5702126863114,True,Social protection policy,Infrastructure investment,0.815986805933755,True,0.08683345528841821,0.24574867471890116,0.04311089563224546,0.01505752315831712,3.2065762345393733
267,110.14551126627839,True,Infrastructure investment,Infrastructure investment,0.8276245784786929,True,0.06922817058323263,0.15301600336576948,0.0771371944710767,0.012145399204468027,3.9764980627431386
268,88.28014818519652,True,Social protection policy,Social protection policy,0.8396392467281059,True,0.03847137473851462,0.09523837072210894,0.03828527447068597,0.0011261663920062379,3.320575379199293
269,72.42128256649531,True,Social protection policy,Social protection policy,0.9089910958113313,True,0.14793529070908454,0.27660619186891805,0.23158138211043422,0.009585943502443676,1.697427270853439
270,94.81324833602976,True,Infrastructure investment,Infrastructure investment,0.7610787409838283,True,0.024573164972784205,0.03458860974707623,0.05025117491018949,0.0011662927474790016,4.525090748879921
271,95.45960395346276,True,Social protection policy,Social protection policy,0.825410707832549,True,0.04839784631823902,0.012057770147517244,0.1260915643709961,0.031243127595323217,3.4686035366113472
272,104.1176775794226,True,Social protection policy,Social protection policy,0.8380105717402706,True,0.11266386725085094,0.25319647587054755,0.12556627571198453,0.015560783795446148,3.267127732238486
273,73.54833578463673,True,Social protection policy,Social protection policy,0.7607361071123315,True,0.06774330912997571,0.12065567079645895,0.07759337736791083,0.03885253379054523,3.2553154261179995
274,66.61456564360157,True,Social protection policy,Social protection policy,0.8183059810394746,True,0.02836945092865667,0.07108652172329666,0.009711546353851852,0.018495010173149834,3.475055006997854
275,90.83274665175517,True,Social protection policy,Infrastructure investment,0.7628327868151334,True,0.08397902421105288,0.16753195872172771,0.12315575784492894,0.00323886817202846,4.749655787475221
276,88.08749599753004,True,Social protection policy,Infrastructure investment,0.8309822623559213,True,0.02562914485747165,0.017354290739189593,0.05102402407739315,0.021323692184568033,3.383629648003552
277,83.51681939662429,True,Social protection policy,Social protection policy,0.7945566567920699,True,0.05154591308823557,0.13330311312183524,0.04469844619042551,0.0024091364965637407,4.0429149742436215
278,103.14604472931802,True,Social protection policy,Infrastructure investment,0.7651778377760426,True,0.125237055392831,0.30990967068724684,0.11659050413999728,0.011829519047664369,5.52278635258899
279,71.32093240403834,True,Social protection policy,Infrastructure investment,0.8097817468264539,True,0.10388005578426843,0.22440083151137546,0.12562223581527382,0.013557127918290224,2.9651864704887427
280,92.92704372900059,True,Social protection policy,Social protection policy,0.8517034479572788,True,0.03459083805710455,0.07542036003404157,0.009098204662966625,0.03654936850285774,2.8020673944279917
281,72.20765116210434,True,Infrastructure investment,Infrastructure investment,0.760055763039458,True,0.06407823650552365,0.13050569205067164,0.07372633474731483,0.02004180097134628,4.5828774931314005
282,82.0441350805033,True,Social protection policy,Infrastructure investment,0.7461898134857281,True,0.03969691797756154,0.09979202278010368,0.02520873863937695,0.013938451501984736,5.206169123816405
283,100.01867317399916,True,Social protection policy,Social protection policy,0.8323008529936685,True,0.07305899737902237,0.08667156541959897,0.1485750365209617,0.02045988888601763,3.6476446622418113
284,71.35099368927122,True,Social protection policy,Social protection policy,0.8764196175652883,True,0.03610746496867656,0.05498145615886385,0.0303860427902094,0.04100862844129472,2.195570536995123
285,133.948557097584,True,Infrastructure investment,Infrastructure investment,0.8112951690504249,True,0.012791330748843975,0.04444815099585031,0.0,0.0003215066251036,5.237105915012662
286,88.16965026095389,True,Social protection policy,Infrastructure investment,0.7601910708836124,True,0.0657553332931038,0.13576177211976542,0.07882740830214702,0.015554486103950882,4.909928376728467
287,89.89277914848702,True,Social protection policy,Social protection policy,0.7372161387181457,True,0.04636807031103106,0.06568407304809576,0.08071418027728772,0.01588999276322521,4.416102412596372
288,87.75342106321216,True,Social protection policy,Infrastructure investment,0.7627024358900196,True,0.07674907889278441,0.22298843986504968,0.030122401969890078,0.015510934289805711,5.0883256995990385
289,99.95251335463635,True,Infrastructure investment,Infrastructure investment,0.8194684531884989,True,0.04277781261013778,0.08289915228456934,0.04112125782665077,0.025701934024262102,4.089366895200714
290,79.42328697950398,True,Social protection policy,Social protection policy,0.8464194645761113,True,0.03183249114049288,0.04945576983217226,0.008554402911082892,0.05340354624846992,3.0715789777216322
291,81.42440369440169,True,Infrastructure investment,Infrastructure investment,0.8274248151047678,True,0.015128697777642626,0.03095736355099099,0.019656170075362578,0.0023369085953956203,3.5405878585075476
292,98.671886164008,True,Infrastructure investment,Infrastructure investment,0.8421676563647403,True,0.062065201345898116,0.08155085835127773,0.08989884774248491,0.04577849861688078,3.4074611014039236
293,74.94884302992823,True,Social protection policy,Social protection policy,0.7467274207380901,True,0.06114512543575152,0.1552313569470447,0.053937135249811696,0.004839446828273933,4.578567068714922
294,84.82693251205563,True,Infrastructure investment,Infrastructure investment,0.7881583940956899,True,0.02427883002447449,0.05171769124190828,0.030388910342616426,0.0028693035011360044,4.3838772006833535
295,52.069032135003816,True,Infrastructure investment,Infrastructure investment,0.8526888454590241,True,0.019176083992869346,0.026887633494495078,0.013311303253954021,0.026917357226593615,1.9768721040285973
296,112.46768889390529,True,Infrastructure investment,Infrastructure investment,0.7360713953011813,True,0.02340482228627248,0.02250489344309531,0.05434949495801489,0.005062489600843489,5.740108057972995
297,79.84899592837607,True,Social protection policy,Infrastructure investment,0.8289871147127156,True,0.06853957238647526,0.11424237340001797,0.10510784667442574,0.020538283278219716,3.2783640317442098
298,91.86411767456661,True,Social protection policy,Social protection policy,0.782274142542188,True,0.0995022809754362,0.15355626375451292,0.1878162897303144,0.006885429929199355,4.64771642031639
299,60.93131669779197,True,Social protection policy,Infrastructure investment,0.8255753917780628,True,0.05222831593432057,0.09195077747662761,0.062193409838283586,0.028654918455210787,3.1813071636147203
300,97.23492969026265,True,Social protection policy,Infrastructure investment,0.7944538616441722,True,0.05402127952574087,0.15072764319879894,0.03313242992456766,0.005214405216726434,4.894470478658959
301,76.22066670638428,True,Social protection policy,Social protection policy,0.8171898712034156,True,0.06853778430929745,0.15783348514661466,0.0741438402086077,0.007904919727318702,3.0116199667879817
302,115.1964555949145,True,Social protection policy,Infrastructure investment,0.8567460936451717,True,0.052198338643977285,0.1413937247038114,0.03329171100886419,0.008008749541244913,3.557887715390481
303,91.16259618337835,True,Infrastructure investment,Infrastructure investment,0.7790416030296551,True,0.052766800856460336,0.0717979643716633,0.11057381934864219,0.002312019277305691,4.39901195841101
304,68.27429987503618,True,Infrastructure investment,Infrastructure investment,0.9085669176846228,True,0.06800729417158538,0.13417355342739212,0.08048470153909526,0.023367274634061436,1.884885012810287
305,63.484424573913266,True,Social protection policy,Infrastructure investment,0.8141159196961737,True,0.03353580643925084,0.0722673310004237,0.02809711750621996,0.01701087403073427,3.0784208970556177
306,140.62219379422223,True,Infrastructure investment,Infrastructure investment,0.8149740928686434,True,0.051690380506629316,0.08717878873355378,0.09370503834905963,3.250469058919958e-05,5.239967964054529
307,78.915214157018,True,Social protection policy,Social protection policy,0.7371484297740246,True,0.05991463985534784,0.15956441554291945,0.03729869859772572,0.012838125353072286,6.012892566282178
308,90.85324203763204,True,Infrastructure investment,Infrastructure investment,0.8025064892484428,True,0.020589774143292588,0.03320235126878013,0.03725391872126815,0.001607939511475781,4.107393144475443
309,84.34021914322375,True,Infrastructure investment,Infrastructure investment,0.8056312362557099,True,0.0383241592259842,0.02648726403331736,0.09805062234153594,0.009596670916091385,3.6675358423044373
310,62.35606754268076,True,Social protection policy,Social protection policy,0.8584539904043059,True,0.06382279408224811,0.0955287550752752,0.11667505456410188,0.011175969648491314,2.524956580502882
311,90.1541549456688,True,Infrastructure investment,Infrastructure investment,0.7492291591888359,True,0.02070592979255704,0.020153217378306998,0.04714046221304169,0.005177074682600945,5.087122522612392
312,109.70981216077652,True,Social protection policy,Infrastructure investment,0.8742722227108933,True,0.08353037323384674,0.23992461707263502,0.031766467082887884,0.020665222162940686,2.7223440736104063
313,71.0116166053292,True,Social protection policy,Social protection policy,0.7932698352372933,True,0.05252018468775689,0.12082366980709652,0.02876356234185351,0.03423341425819908,3.3120575774522965
314,91.96794096597914,True,Social protection policy,Infrastructure investment,0.8903314506739386,True,0.029648033241602475,0.08058586994833095,0.014289669803745797,0.008892576593531917,2.602344375955921
315,84.24691665164791,True,Infrastructure investment,Infrastructure investment,0.9066926373019325,True,0.027313849699594522,0.04452478915889657,0.04674335794052087,0.004330326849163388,1.8910883961081182
316,95.92997595585855,True,Social protection policy,Social protection policy,0.7929550769736945,True,0.04116758005162407,0.08813533722146377,0.045116142258126324,0.01083505070109414,3.834379589567989
317,135.08504472733233,True,Social protection policy,Social protection policy,0.760614735187181,True,0.028210794617079142,0.07956415933224964,0.01651224984995814,0.0026613719775692157,5.967130797507503
318,94.11148090114722,True,Social protection policy,Social protection policy,0.8035434197939952,True,0.0951109262343963,0.17501065866882115,0.1566618152373458,0.0012157679142201054,3.8459043326626055
319,116.37066991149383,True,Social protection policy,Social protection policy,0.8926018865779554,True,0.059656604793686764,0.15874268945650916,0.021857081683346213,0.02819834563804828,2.286206870881103
320,77.02585368685878,True,Social protection policy,Infrastructure investment,0.8070283286520028,True,0.04955341511880319,0.12679608565476702,0.038765749139379024,0.007875118121665144,3.099474442751527
321,90.18577149507091,True,Infrastructure investment,Infrastructure investment,0.732582157180586,True,0.019042268503793487,0.02337986002474568,0.042830007448644514,0.0004380722898870079,5.415980142048789
322,65.79286928626212,True,Social protection policy,Infrastructure investment,0.9053319870196579,True,0.04268015923463681,0.10978211596803844,0.02805581415190217,0.011542627201288229,1.9375080551530353
323,123.44369328924213,True,Infrastructure investment,Infrastructure investment,0.8767343534978124,True,0.06172976531406398,0.06784720263676014,0.1467319224059609,0.0014750535565029102,2.6355524756317408
324,53.16828430036135,True,Social protection policy,Social protection policy,0.8135801434161487,True,0.02513326446703699,0.01262705629761951,0.06888101051097562,0.006458358826034356,3.363090937995127
325,64.74273480465818,True,Social protection policy,Social protection policy,0.8025998904264001,True,0.04766544955625301,0.05322058565555182,0.10647789702577437,0.00713059076555933,3.673113281829454
326,73.06222212691424,True,Social protection policy,Infrastructure investment,0.727300927292535,True,0.027434168777124682,0.05616780867086518,0.03589469654120314,0.003957085507868066,4.589188659444293
327,136.7064204172315,True,Infrastructure investment,Infrastructure investment,0.7765205247719502,True,0.06973467870395036,0.14006820396089992,0.09888212769235138,0.00512104381057496,5.739260191436424
328,86.20416217277042,True,Infrastructure investment,Infrastructure investment,0.7940292505605275,True,0.04929094538662976,0.03833581988423751,0.13023205315167918,0.003950435817287462,4.512725301051026
329,80.16120134042268,True,Social protection policy,Infrastructure investment,0.8136035861850709,True,0.035170522238360036,0.0736818112776052,0.02250973891350838,0.02690527764314654,4.16766952853771
330,81.61087478105941,True,Social protection policy,Infrastructure investment,0.7470909950034774,True,0.054886418540960595,0.13926299133084752,0.038668493130002535,0.014170980432512012,4.182182200155074
331,62.26177525791973,True,Social protection policy,Social protection policy,0.8730099612807112,True,0.023244595076102294,0.06394159634056024,0.011053710589603694,0.006360775836194092,2.2403916524820744
332,107.74176410627973,True,Social protection policy,Social protection policy,0.69630088149312,True,0.041243913805624,0.09235033807202397,0.03901147496456725,0.01299188528309278,6.949064926534397
333,92.38048378351226,True,Social protection policy,Infrastructure investment,0.7864443452072425,True,0.08414578200583119,0.16195573631807292,0.10507851687883063,0.02747598382350555,4.419789108953136
334,96.19622496507272,True,Social protection policy,Infrastructure investment,0.7443874059778275,True,0.0651103435498019,0.1996099994674288,0.02759580351491353,0.0006803994419643106,5.241894225564454
335,61.869210860746634,True,Social protection policy,Infrastructure investment,0.8765413848920647,True,0.034535812572513834,0.09141543186944956,0.0,0.029459912134348877,2.2631177991493496
336,68.78904423587446,True,Social protection policy,Social protection policy,0.8534952289766674,True,0.034333209668766775,0.024437157858526626,0.07964381718252078,0.016085258799636293,2.479166616362669
337,62.81347726589053,True,Social protection policy,Infrastructure investment,0.7521417507836683,True,0.03395416245841985,0.09555502900815938,0.020013176876414462,0.0032713627198956152,4.267998764490787
338,97.62332299268695,True,Social protection policy,Social protection policy,0.8389482606731907,True,0.021135562920052347,0.03756937493363233,0.01903134766644743,0.017373747620103464,3.383728172232771
339,71.10283841513267,True,Social protection policy,Social protection policy,0.8690469620352268,True,0.04303866388428074,0.10128420233433633,0.04256886957174366,0.006782251688902584,2.3145477261660385
340,76.22271157238053,True,Social protection policy,Social protection policy,0.8010364185347326,True,0.036898747168526556,0.019394517798651645,0.09589715075910599,0.013853946532085312,3.624983626662407
341,92.93124396176952,True,Infrastructure investment,Infrastructure investment,0.8170325443027421,True,0.05756965896604411,0.09281436677070798,0.09662591423893574,0.012053525371510672,3.1422874999407084
342,93.01584948330797,True,Social protection policy,Social protection policy,0.932996117273584,True,0.04324100451093594,0.027573241587734443,0.10288815173112842,0.020882122469412935,1.265598098675186
343,68.58954983059455,True,Social protection policy,Infrastructure investment,0.7127698496665017,True,0.06697432101753904,0.09156121398545064,0.12546363245641884,0.017385277119517165,4.980018062993528
344,69.4650795070699,True,Infrastructure investment,Infrastructure investment,0.8667094594557467,True,0.060725106686158235,0.07604307476771432,0.0825059820979823,0.053988816535857215,2.2175206175031503
345,95.66544560188399,True,Infrastructure investment,Infrastructure investment,0.8535987689411112,True,0.02989749984265583,0.06858370342802733,0.027224619565691555,0.008832926455576526,3.220326650115964
346,67.36318521918056,True,Social protection policy,Social protection policy,0.8125634860702077,True,0.09917742816711962,0.15135282540119083,0.19280352166383508,0.002964651519892794,3.5931043800808933
347,86.74836242815255,True,Social protection policy,Social protection policy,0.8495196360797634,True,0.10035351665775662,0.10585475817202467,0.21065096410787043,0.0347315860222531,2.766006690634105
348,73.21904094328484,True,Social protection policy,Social protection policy,0.7673477619830713,True,0.042850600836256865,0.09421938172179284,0.049907886934774215,0.005849834270331963,4.202612402100895
349,61.50180804049431,True,Social protection policy,Infrastructure investment,0.7685775631055607,True,0.02546881087097214,0.06441276932061646,0.006641800677099741,0.01808626805068629,4.143965307549676
350,98.46142985975484,True,Infrastructure investment,Infrastructure investment,0.7824471047109696,True,0.01584605001501376,0.04677661279707235,0.0,0.008684562255475821,4.745203338001553
351,91.79746293439251,True,Social protection policy,Social protection policy,0.7900492600496779,True,0.04751941875937662,0.0462871290953179,0.1056481260176052,0.014382710544895067,3.834665423488919
352,110.39712337151417,True,Infrastructure investment,Infrastructure investment,0.8231951109555947,True,0.018738000461693157,0.012904339164016232,0.0422947598427168,0.010383902609193016,3.912490224487374
353,70.94527582514277,True,Social protection policy,Social protection policy,0.8325479245656691,True,0.06685653467471146,0.16969460647571266,0.05971249309485516,0.004590771790922293,2.7398608425182442
354,109.25613022691603,True,Social protection policy,Social protection policy,0.797604393363341,True,0.00846284803380219,0.01986560647305846,0.003652587925548678,0.006101773719700526,5.036536530061883
355,84.7276806040573,True,Social protection policy,Infrastructure investment,0.8283090442420964,True,0.057919412358874954,0.15423099451203004,0.036374726262292406,0.012112222481739918,2.8779889947137023
356,75.8713882851173,True,Social protection policy,Social protection policy,0.7245275381837442,True,0.034113097137651524,0.026512114596507708,0.08224765723783278,0.010636068147439837,5.7294286354672295
357,101.7983723241951,True,Infrastructure investment,Infrastructure investment,0.8819910989772441,True,0.043912719465297255,0.07034517576027188,0.0719650370724011,0.011384305295867439,2.3774763126768614
358,58.59245837903793,True,Social protection policy,Infrastructure investment,0.7550395632409516,True,0.028442938371682106,0.05510080940840034,0.02278986402656663,0.0216596108659204,4.292781801719217
359,92.17000929043088,True,Social protection policy,Social protection policy,0.8234694251951544,True,0.03410696107333627,0.10470983799691191,0.0,0.014664525759765033,3.2296795120577775
360,65.91369923941484,True,Social protection policy,Social protection policy,0.7465847906014744,True,0.054189615890486494,0.11035808164286665,0.06302681421334688,0.01627875976048919,4.647303988522726
361,59.91846513049505,True,Infrastructure investment,Infrastructure investment,0.8173688199522916,True,0.03503327279884582,0.0759546425878726,0.03593670791790282,0.010725104290184938,3.109290060816691
362,80.09039100899845,True,Social protection policy,Infrastructure investment,0.8102593735030414,True,0.06577589893255932,0.1796366349813141,0.043191585916832254,0.007387425365811259,3.724562265317146
363,93.15343640204817,True,Social protection policy,Infrastructure investment,0.8580583851593759,True,0.05383763046223411,0.1603248098019145,0.02339430818033017,0.0047125886355747285,2.950458386570707
364,77.10471850324141,True,Social protection policy,Social protection policy,0.8017792249397855,True,0.038457917055949704,0.06959616721155404,0.06433522406507686,0.0006713184191930802,3.7945237384367245
365,76.77087703783559,True,Social protection policy,Social protection policy,0.8532625771977629,True,0.054780263967086844,0.11978414413520744,0.05808036262109062,0.013866417128505906,3.4666413189993683
366,103.4316547572993,True,Infrastructure investment,Infrastructure investment,0.799651861965914,True,0.038008024241132775,0.09199753104289243,0.014584408602318466,0.026446145198753823,4.31803323226957
367,90.08322498152,True,Social protection policy,Social protection policy,0.769364525737847,True,0.05114578373495695,0.1008070313892897,0.07542796611568614,0.002775245567373491,5.096982901915783
368,118.16836745347044,True,Environmental and research-oriented policy,Infrastructure investment,0.7416330336757769,True,0.06535209293994144,0.13185990604243408,0.0964133301315161,0.0004590891158448712,5.646783508523351
369,85.96531392001968,True,Social protection policy,Social protection policy,0.8184049679679851,True,0.13829122902763993,0.18579206525006053,0.2964695157517785,0.0017577205949007718,3.59596402358544
370,57.00847466270895,True,Social protection policy,Social protection policy,0.7964174400564394,True,0.03940630359477958,0.08751698986434397,0.04092361243470044,0.009481460282684123,3.725962573987916
371,70.78547698015066,True,Social protection policy,Social protection policy,0.8605912590582481,True,0.01569594490411686,0.01962109384693156,0.028509902673104826,0.006804810644372633,2.4088014825393738
372,90.71148049794829,True,Social protection policy,Infrastructure investment,0.8417966552885588,True,0.05813213723507401,0.10268652595181088,0.05338350069577924,0.04739245367516891,3.1047383419624834
373,89.67708324559062,True,Infrastructure investment,Infrastructure investment,0.7292006300071775,True,0.032351675835936955,0.017548600130568914,0.055648381363913424,0.040033883931297004,5.195651308407379
374,137.32482705806933,True,Social protection policy,Infrastructure investment,0.9055258506283344,True,0.09171483647744148,0.1833282036221635,0.10178765486035224,0.03588606918852946,1.9417364317392607
375,63.325602768499834,True,Social protection policy,Social protection policy,0.7626992842731921,True,0.100829642062861,0.1670808319250122,0.17532912446072713,0.010493790834274166,3.689864738495239
376,79.03868398121998,True,Social protection policy,Social protection policy,0.7886201218517085,True,0.10406971228694571,0.25389667742150024,0.09780294484322849,0.01254437073958125,4.008607325839416
377,111.54081551959383,True,Social protection policy,Social protection policy,0.7362769051349978,True,0.038105255100891675,0.09660369090620124,0.032082946179736616,0.00468175576718298,6.164957338963078
378,83.30459992453768,True,Social protection policy,Infrastructure investment,0.8341354728412729,True,0.03952305539224188,0.07199941792573528,0.062047114152379956,0.004284161794731359,3.5388419963396553
379,70.47606506638334,True,Social protection policy,Social protection policy,0.8437515325519216,True,0.06773008497821074,0.11901613148970125,0.09767868885276043,0.020360477081275946,2.7707233357382357
380,107.739039213269,True,Infrastructure investment,Infrastructure investment,0.8971655428036371,True,0.031068853004859946,0.01988817953715083,0.07750999299520622,0.011342812984652749,2.151869728614559
381,53.50295173625109,True,Social protection policy,Infrastructure investment,0.8728856902262321,True,0.05146930339739185,0.09648775701346979,0.06136672208947619,0.02228808278792549,1.890270791866007
382,65.16824099733344,True,Social protection policy,Social protection policy,0.8195624690415353,True,0.023173385441564175,0.05687317092306721,0.0066954182819630725,0.01753825984044434,3.159197105041117
383,66.73505309904712,True,Social protection policy,Social protection policy,0.8592223003719944,True,0.07148041167047546,0.19124265477142455,0.035972310717127365,0.022966475358112207,2.529056556841207
384,86.49720410297232,True,Social protection policy,Infrastructure investment,0.8243187929451252,True,0.029666749446150376,0.08484274167820371,0.015576936152875476,0.0034139452304471213,3.491034938264319
385,78.82451281832701,True,Social protection policy,Infrastructure investment,0.8320299465335201,True,0.0220744003334201,0.04083668951746583,0.02845840977228231,0.007965301877222213,3.1916992583067074
386,108.27405272558849,True,Social protection policy,Social protection policy,0.7962159972142544,True,0.06532790950123679,0.11906265434403474,0.10503940137705503,0.004545627533239019,4.806962759544887
387,72.81758683533255,True,Social protection policy,Social protection policy,0.8498628474512577,True,0.03338503987762312,0.031938177639864396,0.06678241443687638,0.018127047494940138,2.344066238186039
388,88.10973454783525,True,Social protection policy,Infrastructure investment,0.8424000219333829,True,0.06974455413585408,0.19118057013366652,0.04018811574438513,0.01273725359743761,2.980730069774904
389,81.72814179980185,True,Social protection policy,Social protection policy,0.9000266567085636,True,0.10111922078034585,0.20067953258922255,0.1322589314666106,0.020978808675377335,1.578194197407462
390,78.26499097671467,True,Social protection policy,Social protection policy,0.7687246605864101,True,0.014443511963974738,0.030911418228168952,0.010327261975903612,0.009313611669839017,4.2928950932788394
391,70.85796134213389,True,Environmental and research-oriented policy,Social protection policy,0.6884925352606178,True,0.07082794122112492,0.13945156850896562,0.10832225935309792,0.00012396641187367718,5.254904876804638
392,66.29658439375687,True,Infrastructure investment,Infrastructure investment,0.8302787234925567,True,0.04901258363338885,0.09754964114244635,0.0312618219653687,0.04273257960904592,3.0788361285012464
393,94.02683279170927,True,Social protection policy,Infrastructure investment,0.8217333666706094,True,0.05788968835540738,0.07011612233910658,0.12893460609811935,0.0035631808066999004,3.8358784660036807
394,99.5943952864246,True,Infrastructure investment,Infrastructure investment,0.8241886980788385,True,0.055275018059447435,0.11715166274824462,0.04481267608913153,0.03149822437068986,3.9818898537625365
395,115.50484776808212,True,Infrastructure investment,Infrastructure investment,0.7961546905208082,True,0.03140199463707081,0.048307659144724346,0.04021015538064654,0.021389166704376933,4.790579925730191
396,85.39297787577475,True,Social protection policy,Infrastructure investment,0.7892129702836335,True,0.036823118229102,0.09356336960978273,0.020362065422330544,0.014955478769743721,3.8056487209250704
397,103.7193739989527,True,Social protection policy,Social protection policy,0.8421298520824458,True,0.06979333633952066,0.14073262768747818,0.09535262029658664,0.008191429204257472,3.1212148788245635
398,102.5539511000067,True,Social protection policy,Infrastructure investment,0.8472475046122077,True,0.04073857001997725,0.10630479793779712,0.02097564677621877,0.015304550355904473,3.7246530990016584
399,67.97139830352282,True,Social protection policy,Social protection policy,0.9049860573548977,True,0.04114371482357245,0.04604259864930804,0.07436139333805492,0.02359900989514062,1.722514060179201
400,73.49863114094713,True,Social protection policy,Social protection policy,0.7613984741244401,True,0.030624227502975866,0.06758599483341965,0.030757103164325506,0.00884169826267038,3.7782435990713306
401,78.16839664845384,True,Social protection policy,Social protection policy,0.7336271030728738,True,0.05605711872077598,0.15664458525799013,0.03716367271104892,0.0023916575536768736,4.928551022453038
402,93.91586432859134,True,Social protection policy,Social protection policy,0.8184958112248394,True,0.018750525953681995,0.04478641331779498,0.01566753822989686,0.005172889290195146,4.404348142151424
403,78.67735846478158,True,Infrastructure investment,Infrastructure investment,0.8842707877899879,True,0.04327113543091452,0.034460005392900506,0.08385791758895356,0.033131051026346746,1.792447697152771
404,88.37298284390243,True,Social protection policy,Social protection policy,0.7879520546461904,True,0.031057486105691392,0.03406966738597972,0.04922340568326111,0.02540812830067904,3.838457613627921
405,89.23598697565527,True,Social protection policy,Social protection policy,0.7696165704740284,True,0.009167985614108032,0.010121888945467283,0.012902185585858428,0.0090638751180524,4.131968504595066
