Sensitivity block,Draw,Objective value,Solver converged,Initial top policy,Cumulative top policy,Affordability-oriented cumulative effort share,All seven final shortfalls below initial,Final mean remaining shortfall,Final affordability mean shortfall,Final nutrition mean shortfall,Final environmental mean shortfall,Environmental policy cumulative effort
Persistence parameters,94,95.81835726049167,True,Social protection policy,Social protection policy,0.7820107648607219,True,0.05805311222917808,0.06207040386778234,0.12227812379785208,0.01883736513648887,4.499076842837955
Persistence parameters,95,99.09682066165138,True,Social protection policy,Infrastructure investment,0.8168993075824479,True,0.05655470044184415,0.11243329811342606,0.07192855832153378,0.013579595111494702,3.879219577423948
Persistence parameters,96,92.36054814601994,True,Social protection policy,Social protection policy,0.815220298069518,True,0.056046429920763884,0.06437484602962995,0.12149658536677443,0.010291073326269225,3.579530374011218
Persistence parameters,97,98.99780472945083,True,Social protection policy,Social protection policy,0.8024690101428441,True,0.06727619243893039,0.09595938442678176,0.12208981516634654,0.017417473943128092,4.242939023303451
Persistence parameters,98,103.17527191676115,True,Social protection policy,Infrastructure investment,0.8179228535793811,True,0.06342855212178049,0.11214055181046212,0.09486335319498562,0.014996027420783972,4.115619972780209
Persistence parameters,99,99.07322790807217,True,Social protection policy,Social protection policy,0.8313380959723629,True,0.05600888693302617,0.10207512499180293,0.08226509847525687,0.011690880798531783,3.6234291573876725
Persistence parameters,100,95.52116265497543,True,Social protection policy,Infrastructure investment,0.8406265217296388,True,0.044080838573864065,0.11204856366263594,0.034726265087807906,0.007508106258080377,3.2070455521623122
Planner weights,1,85.76748641364966,True,Social protection policy,Social protection policy,0.7949740524232819,True,0.0867361755691449,0.1718546152501575,0.12134673104134652,0.010375268200503135,3.9115315217239197
Planner weights,2,97.99394567184719,True,Social protection policy,Infrastructure investment,0.8233196090092922,True,0.051515117288889835,0.10628191905113471,0.059748159345832885,0.014272832114146802,3.5263404494819044
Planner weights,3,89.4762878718729,True,Social protection policy,Infrastructure investment,0.8055292314773955,True,0.056311206639554245,0.12354682993891208,0.06318703074305576,0.010355362556472014,3.9136608926097454
Planner weights,4,81.22252327566996,True,Social protection policy,Social protection policy,0.8665500087815876,True,0.06794402626110076,0.15411050306655139,0.055846116423472036,0.027847472423829248,2.488130754812637
Planner weights,5,102.3330425904142,True,Social protection policy,Infrastructure investment,0.8289673580222515,True,0.03944679173997382,0.08197816668954927,0.04130854370475967,0.014777060695599434,3.4807820029595367
Planner weights,6,85.82621469885899,True,Social protection policy,Infrastructure investment,0.867827224316739,True,0.043778860184135494,0.08223258091746866,0.04418429778607369,0.02680913194093186,2.55719008437071
Planner weights,7,87.62315264509574,True,Social protection policy,Infrastructure investment,0.8162496608108466,True,0.056516267518984815,0.12998055627638216,0.05512759818882751,0.012698781851237198,3.6743348629922665
Planner weights,8,92.18825418633968,True,Social protection policy,Social protection policy,0.8278009518284922,True,0.057071461718947815,0.1329490154785693,0.051151689620920315,0.015649410916827734,3.4036047297708345
Planner weights,9,87.54416767382249,True,Social protection policy,Infrastructure investment,0.7737844572938359,True,0.08780851629560162,0.16906210068163108,0.13188173899971467,0.0063859673532599415,4.399080939739661
Planner weights,10,84.36251396603062,True,Social protection policy,Infrastructure investment,0.8376918237950408,True,0.056208599327102385,0.12166430961701236,0.05652551358563995,0.018540274442206052,3.162208590665997
Planner weights,11,64.78407457431821,True,Social protection policy,Social protection policy,0.8442214306608494,True,0.09837187516528227,0.1902387980644008,0.12995608631264832,0.024106678701438858,2.7437764850406694
Planner weights,12,86.23098291241217,True,Social protection policy,Social protection policy,0.8211458826554872,True,0.060632490474267144,0.13860485227362684,0.059347466623577816,0.014261397762730332,3.5274126750023163
Planner weights,13,67.19716219352894,True,Social protection policy,Infrastructure investment,0.8449397124570074,True,0.09024908764295939,0.16099421288307536,0.1311474338551658,0.023730160012116704,2.770570080240412
Planner weights,14,91.13688158375457,True,Social protection policy,Infrastructure investment,0.8058640120432818,True,0.054556175849170836,0.1258701512296747,0.05492615901066911,0.010150305231754114,3.9358881093609073
Planner weights,15,94.09837529742605,True,Social protection policy,Infrastructure investment,0.8032063656057494,True,0.06348781300271737,0.13799264960190039,0.07389063242222638,0.01032406348538406,3.917042346923737
Planner weights,16,87.26672810879026,True,Social protection policy,Social protection policy,0.8184002165991783,True,0.06539387866796725,0.14938408647304657,0.06562297363693781,0.013871515227901005,3.563266995747649
Planner weights,17,88.25298214345408,True,Social protection policy,Infrastructure investment,0.8512850442018675,True,0.047034309508061437,0.08055367886828912,0.06201025935923543,0.022056145050690493,2.892046836072303
Planner weights,18,109.06606418335288,True,Social protection policy,Infrastructure investment,0.8343712155745153,True,0.031184571711477902,0.061423727032863584,0.0321775098718331,0.015544764085475976,3.412722381433411
Planner weights,19,87.24157549218131,True,Social protection policy,Infrastructure investment,0.8544275232468622,True,0.056996228112522744,0.10353647115669606,0.07213996556385927,0.023810361673274265,2.7648484565379006
Planner weights,20,76.75115175156716,True,Social protection policy,Social protection policy,0.8405925245546716,True,0.07308807141442815,0.17366651227582358,0.06176718693057104,0.0203745507441039,3.0184776884752984
Planner weights,21,93.18054423087787,True,Infrastructure investment,Infrastructure investment,0.803864272045176,True,0.04971586766223562,0.07336148261642272,0.09066300392508642,0.009981050276315517,3.95442089562818
Planner weights,22,98.20638431346455,True,Social protection policy,Infrastructure investment,0.8708307370596977,True,0.03473752347440396,0.061886825050587624,0.032534421135906544,0.02716008597391968,2.5341045629753163
Planner weights,23,95.61644913692555,True,Infrastructure investment,Infrastructure investment,0.8462587134276446,True,0.036333088852816484,0.06222213099621865,0.04517986331381163,0.019763816674827392,3.0656237469377325
Planner weights,24,92.02686801984581,True,Social protection policy,Infrastructure investment,0.819778128098178,True,0.04958327432270256,0.09394503311147362,0.06603220867225534,0.01356421834573003,3.5918729587104004
Planner weights,25,74.17124019770168,True,Social protection policy,Social protection policy,0.835909749434638,True,0.08202818830291793,0.17840599298952436,0.08843773086733919,0.020254935203349186,3.0276780484506673
Planner weights,26,87.15377535474954,True,Social protection policy,Social protection policy,0.7898390821777819,True,0.08879962893301206,0.18190840693100285,0.11949698755742355,0.009393306777115792,4.020267273734665
Planner weights,27,73.25067070322606,True,Social protection policy,Infrastructure investment,0.8380528497352684,True,0.0829583621590388,0.13828638965390783,0.13085100526624016,0.021216872636487805,2.95459277178476
Planner weights,28,73.16712621680169,True,Social protection policy,Social protection policy,0.8545938877296215,True,0.0871564827174406,0.1770471789467284,0.1019904440746584,0.026010066489655342,2.61128536298421
Planner weights,29,90.2091146711379,True,Social protection policy,Social protection policy,0.8074259907810023,True,0.05795102836026321,0.1373087184458509,0.054876548340015985,0.010643332475054335,3.882789657076378
Planner weights,30,84.14787818985187,True,Social protection policy,Social protection policy,0.8024011674438235,True,0.08295056012602002,0.19648264872578725,0.08237342223560085,0.011470889479682,3.796529388018908
Planner weights,31,72.48708450366111,True,Social protection policy,Social protection policy,0.8651568665250671,True,0.07960289860243441,0.19059880061090462,0.059726980410485186,0.028284364087130635,2.4597908485442606
Planner weights,32,96.35606186053768,True,Social protection policy,Infrastructure investment,0.8143140865728096,True,0.049305254533927326,0.1041991002054683,0.056562284061468016,0.01180700660180932,3.762369328485239
Planner weights,33,85.16107401562559,True,Infrastructure investment,Infrastructure investment,0.8466688041839892,True,0.05280299970901047,0.07301002192310269,0.09036720884511906,0.0214332682133149,2.9383299825217306
Planner weights,34,93.6942427022905,True,Infrastructure investment,Infrastructure investment,0.8520042306565596,True,0.0365517676498913,0.057283147203240015,0.04912963412440119,0.021518405446978334,2.9320115784988037
Planner weights,35,82.97804085237468,True,Social protection policy,Social protection policy,0.8276060161968126,True,0.07313919771184245,0.1644270669908373,0.07464821163874169,0.01691191336186959,3.2957309741282477
Planner weights,36,85.05548680717575,True,Social protection policy,Social protection policy,0.8084545838077317,True,0.08514225637030769,0.2127414566314526,0.07254537332786537,0.01271106733675894,3.673213682508804
Planner weights,37,81.8541264066301,True,Social protection policy,Social protection policy,0.7905477970346287,True,0.0988474228281797,0.19930736218572076,0.1362948910118308,0.010363726701077366,3.912744604196718
Planner weights,38,98.75604619766709,True,Social protection policy,Infrastructure investment,0.8443889254051287,True,0.04441623272704126,0.09811477410056002,0.03800540692595744,0.01933663351812695,3.0990922297472268
Planner weights,39,73.3967991277196,True,Social protection policy,Social protection policy,0.8002644227105107,True,0.09588816447088015,0.1996628070242108,0.12364083906635082,0.01230492955751894,3.7128233808796285
Planner weights,40,80.72041485588734,True,Social protection policy,Infrastructure investment,0.8428108568589902,True,0.05821265208085895,0.12875096342988168,0.0548737917869071,0.02011952706621753,3.0380969989489555
Planner weights,41,94.02270908613464,True,Social protection policy,Infrastructure investment,0.8081982530113977,True,0.053493715320243385,0.11445181301527352,0.06209480379903454,0.010681386806543777,3.8787165972608864
Planner weights,42,89.38448233018983,True,Infrastructure investment,Infrastructure investment,0.84268199333462,True,0.05769689936108646,0.07852585697546932,0.10281784811253858,0.020595442675794717,3.0016136636414137
Planner weights,43,80.09648694034276,True,Social protection policy,Social protection policy,0.8354588269607384,True,0.0694873476669802,0.14803039282821007,0.07620445330559167,0.018970870700628972,3.127945121502581
Planner weights,44,82.52600495103187,True,Social protection policy,Infrastructure investment,0.8343584792625792,True,0.057179835278138795,0.11304260975792502,0.06916997128548719,0.017916842430073562,3.212617872801382
Planner weights,45,100.10890376417865,True,Social protection policy,Infrastructure investment,0.8072076062236648,True,0.04831231386756108,0.10343987393570042,0.0555841491480511,0.010069075452712267,3.9446769722758614
Planner weights,46,80.88715760601931,True,Social protection policy,Social protection policy,0.792083519216087,True,0.08518233776741546,0.20365645312181313,0.0852006361027472,0.009281092961393789,4.033065117888144
Planner weights,47,80.99394000240486,True,Social protection policy,Infrastructure investment,0.8652619447113834,True,0.06469637095191512,0.1259505988647801,0.07277680550554022,0.027709893961382598,2.497237370370023
Planner weights,48,83.86797292118882,True,Social protection policy,Infrastructure investment,0.8574682191671692,True,0.04699141101285764,0.07781253668818033,0.06264980641478246,0.024007595442038947,2.7508378983680535
Planner weights,49,77.68825751084267,True,Social protection policy,Social protection policy,0.8521411335146424,True,0.06209555093820339,0.13799838586700808,0.05612697001004152,0.02320907240666225,2.80793651217936
Planner weights,50,87.25609606851253,True,Social protection policy,Infrastructure investment,0.8004683077846907,True,0.0672178597512569,0.1347612121340842,0.09034276160111998,0.010158535394194923,3.935002004515007
Planner weights,51,100.53337390319005,True,Infrastructure investment,Infrastructure investment,0.8105648498733604,True,0.043508891151722705,0.05954712039647425,0.08171742890706801,0.011016569727487227,3.8434376625079487
Planner weights,52,96.57860733750599,True,Infrastructure investment,Infrastructure investment,0.8556908501257448,True,0.04586531797351804,0.05749390701832735,0.07944082335135139,0.023593882537634378,2.780285399847253
Planner weights,53,113.257306697629,True,Infrastructure investment,Infrastructure investment,0.7871156432729224,True,0.038711049516048666,0.06274624719243038,0.06699089138363168,0.005751534730108282,4.4912659121414364
Planner weights,54,93.3535111405947,True,Social protection policy,Infrastructure investment,0.8595643036216557,True,0.046523772262914424,0.1005914142483828,0.03802516287386459,0.024216625797953098,2.735984895527492
Planner weights,55,113.7539237831151,True,Social protection policy,Infrastructure investment,0.7997106167267889,True,0.03281509220116769,0.07824407048396742,0.029446290190904167,0.007162462029215319,4.293078725660196
Planner weights,56,91.28401028908044,True,Social protection policy,Infrastructure investment,0.867160784474451,True,0.04252590840091784,0.07630030307556857,0.04606231543663952,0.026478060891004365,2.5794150178779334
Planner weights,57,106.93746424346166,True,Social protection policy,Infrastructure investment,0.7906977259014327,True,0.038217967936507,0.082362396768218,0.04531556627904809,0.006084924730508423,4.442149660836075
Planner weights,58,84.91820169705733,True,Social protection policy,Infrastructure investment,0.8272625659055449,True,0.05173268540077055,0.1160642471557366,0.04964178043889578,0.01535837130806457,3.429101014594895
Planner weights,59,75.80335772606881,True,Social protection policy,Social protection policy,0.796221177004623,True,0.08972437038392363,0.1837723588172121,0.11930231643898326,0.010960621087537314,3.849325763849057
Planner weights,60,85.69221786224595,True,Social protection policy,Infrastructure investment,0.8180517736030138,True,0.059358293790891824,0.10806709781159451,0.08582479947542798,0.013862130981098883,3.564069183814878
Planner weights,61,81.28718435535635,True,Social protection policy,Social protection policy,0.8067391358769233,True,0.08012384934737918,0.19516636317661062,0.07314689381063433,0.01212021572858217,3.7311340805429207
Planner weights,62,88.57533305099766,True,Social protection policy,Social protection policy,0.7927888652315531,True,0.06901657699900271,0.17446937075717206,0.05885739938335366,0.008231249355983766,4.157322854915568
Planner weights,63,84.7956646894462,True,Social protection policy,Social protection policy,0.8324160478344745,True,0.06866990766877844,0.1558907324900275,0.06663427070720496,0.01781967364349206,3.2205490656975684
Planner weights,64,81.2479490260788,True,Social protection policy,Social protection policy,0.8646606357313055,True,0.06870253754490385,0.14781171320345454,0.06500167669123069,0.027645491512478235,2.5018158905951706
Planner weights,65,92.00801602226132,True,Infrastructure investment,Infrastructure investment,0.8155351859716188,True,0.04620651878677773,0.06745794569541641,0.08181421026896796,0.012450659789337667,3.6985110073194334
Planner weights,66,96.22032906759677,True,Social protection policy,Infrastructure investment,0.8189403878401138,True,0.05063274011016809,0.0872493421896069,0.07657642849799062,0.013388819697990807,3.608354766146257
Planner weights,67,94.8791665104456,True,Social protection policy,Social protection policy,0.774487769424977,True,0.08215288736375566,0.16788494950521138,0.11361949352954248,0.006030662738390952,4.450011556779673
Planner weights,68,86.59665611094849,True,Social protection policy,Infrastructure investment,0.8529810788926432,True,0.06355705708359279,0.10292967837065214,0.09556776809780532,0.023952253324117254,2.754752888549396
Planner weights,69,69.93849133502182,True,Social protection policy,Social protection policy,0.8630486940408251,True,0.08412397246025145,0.18885243982472788,0.07749026435985962,0.028091199426292568,2.472403052773772
Planner weights,70,84.2778739598987,True,Social protection policy,Social protection policy,0.7929915128489404,True,0.07632121626340124,0.18536631593784553,0.07287369272151767,0.008884248262541111,4.0789877205375245
Planner weights,71,78.37454905706059,True,Social protection policy,Infrastructure investment,0.8545947139614348,True,0.08048834699184315,0.14642517997432958,0.10959875608129743,0.02568527841582404,2.6335693854729065
Planner weights,72,106.63620210133328,True,Social protection policy,Infrastructure investment,0.8172983007318531,True,0.02820037691275254,0.06292398593655302,0.025056435048536607,0.010720898209544263,3.8745369424703195
Planner weights,73,94.78491533830922,True,Social protection policy,Infrastructure investment,0.8546474504447238,True,0.036623050231499456,0.06354970842017849,0.04247806231853857,0.02215290507153103,2.8849223364442165
Planner weights,74,92.45074955622565,True,Social protection policy,Infrastructure investment,0.8363342416374514,True,0.04948629720754357,0.09663120255324975,0.05873960791042954,0.017831229762723236,3.219581049767895
Planner weights,75,85.73637268108209,True,Social protection policy,Infrastructure investment,0.8676712119318145,True,0.04596654774241222,0.07792884701216074,0.05587169046501117,0.027082379621270865,2.539404758844828
Planner weights,76,101.38446312952651,True,Social protection policy,Infrastructure investment,0.8550697358513948,True,0.031573010750285825,0.06351094104672916,0.025516768602298456,0.02147782797697277,2.934963884039054
Planner weights,77,94.01857327991466,True,Social protection policy,Infrastructure investment,0.866350363558625,True,0.04071720768315464,0.07521420460041861,0.04110510985430049,0.02619091243632215,2.5989153434441135
Planner weights,78,81.01468918873115,True,Social protection policy,Social protection policy,0.8643510601533505,True,0.06164759915188493,0.13974791444519352,0.049251483309689315,0.02676719927671442,2.5599511536962396
Planner weights,79,93.90694673012035,True,Social protection policy,Infrastructure investment,0.8282319847306829,True,0.03696497882962348,0.07004792368115498,0.04462814116624103,0.014701361056286166,3.487512384252529
Planner weights,80,108.47651563961219,True,Social protection policy,Infrastructure investment,0.7957435927554453,True,0.03330836006998305,0.07845973276043783,0.031617048370524814,0.006502479113978027,4.3827546581251635
Planner weights,81,82.89704206958413,True,Social protection policy,Social protection policy,0.8358557632247571,True,0.07859722673189325,0.1819449408896257,0.0734984961314955,0.01964685654050513,3.0747408472964315
Planner weights,82,74.58292738411085,True,Social protection policy,Infrastructure investment,0.8573338107010092,True,0.0745032859117755,0.1491102068574478,0.08571624632849528,0.02593504750527119,2.616416582680884
Planner weights,83,79.87405016624996,True,Social protection policy,Infrastructure investment,0.8584034361158321,True,0.05280079852168128,0.09296319374079698,0.06711862800614166,0.024720973078945843,2.700522563063387
Planner weights,84,82.82758790238144,True,Social protection policy,Infrastructure investment,0.8570627836781392,True,0.06134087042889959,0.12742204252312594,0.06264654404093284,0.024624459937089782,2.7072882164751055
Planner weights,85,104.36711522797137,True,Infrastructure investment,Infrastructure investment,0.8235629373173686,True,0.040275489672464145,0.06527961577280794,0.06191770095768678,0.013766897123129798,3.573037255495113
Planner weights,86,75.25077739117256,True,Social protection policy,Social protection policy,0.8657988121992211,True,0.06908549855137332,0.1499391503562727,0.06399737111278614,0.027862723460747786,2.4878320057615615
Planner weights,87,79.43749088498599,True,Social protection policy,Social protection policy,0.8141611784880728,True,0.08947114737557404,0.18863754690355666,0.10951139252791786,0.015000076383034605,3.4607803253769402
Planner weights,88,101.47844660182564,True,Social protection policy,Infrastructure investment,0.7930651910020153,True,0.04245843452718306,0.09517800282611,0.04676633832517152,0.006660179693859167,4.360870440729987
Planner weights,89,91.63486090528069,True,Social protection policy,Infrastructure investment,0.7946105040895038,True,0.05752782606582864,0.12392002431107585,0.06934148822599118,0.008085878693333215,4.175111494825955
Planner weights,90,110.68340341458943,True,Social protection policy,Infrastructure investment,0.7922935455890131,True,0.03513634654877012,0.07493557007030294,0.04172560965117722,0.006316033199215254,4.408983078450247
Planner weights,91,93.44437646011717,True,Social protection policy,Infrastructure investment,0.8620588701885921,True,0.03789274548197373,0.06855462002125257,0.03966639198989741,0.02440359717575808,2.722837547137419
Planner weights,92,103.27434492128404,True,Social protection policy,Infrastructure investment,0.8249082308507584,True,0.037812950119544365,0.0797415626921062,0.0390598991629405,0.013543863563358571,3.593819258917939
Planner weights,93,87.95983674427328,True,Social protection policy,Infrastructure investment,0.8082550044913349,True,0.06625478038566088,0.13719574407721802,0.0829243817926969,0.011771605479898153,3.7659914013805174
Planner weights,94,76.59080389145379,True,Social protection policy,Social protection policy,0.842555874086988,True,0.07593988683797516,0.17021685129970598,0.07409963481563064,0.02147311781757645,2.935367358801143
Planner weights,95,101.94768167506074,True,Social protection policy,Infrastructure investment,0.8647556248170939,True,0.03453767369005143,0.0629676474793962,0.03287316485083713,0.025041045584946665,2.6781646186549612
Planner weights,96,82.94444989556698,True,Social protection policy,Social protection policy,0.8000592007744838,True,0.08674916565447212,0.19739586605540105,0.09489515956784556,0.011331054167405819,3.8108670498092163
Planner weights,97,81.02266352060731,True,Social protection policy,Social protection policy,0.8137543921291335,True,0.06509594342420318,0.1544314575249851,0.06049898209779758,0.012905362361928394,3.6543762059428153
Planner weights,98,95.39593438399937,True,Social protection policy,Social protection policy,0.7752235334471299,True,0.08314578368135295,0.1961804364604316,0.08889506783325607,0.00593473859104765,4.464053344377334
Planner weights,99,115.49468622104031,True,Social protection policy,Infrastructure investment,0.8184729848509722,True,0.028941091566357418,0.0591421625534595,0.030904276161300648,0.011247381767490822,3.8195252671932938
Planner weights,100,80.41211566148223,True,Social protection policy,Social protection policy,0.7831363194360956,True,0.09403920381612314,0.18580390733985058,0.13478617092589096,0.008547135090689412,4.119253902536914
Policy costs,1,100.91306039342994,True,Social protection policy,Social protection policy,0.8370025572441668,True,0.06631128832664414,0.14464848023860322,0.06830833531208613,0.019132693592565142,3.1150846760120556
Policy costs,2,94.71684114800118,True,Social protection policy,Infrastructure investment,0.8227206998338465,True,0.04555014139678458,0.1052779157081648,0.040687698608314005,0.013459880572267213,3.60161364058636
Policy costs,3,104.06973689640628,True,Social protection policy,Infrastructure investment,0.8371890640814759,True,0.07513285832625835,0.14448241340861223,0.09830423641379471,0.02017835431949728,3.0335665132365857
Policy costs,4,94.41051542847576,True,Infrastructure investment,Infrastructure investment,0.8130471583688849,True,0.03686740924415155,0.06154707184372932,0.05650114333675271,0.010987717174048381,3.8464613110212054
Policy costs,5,96.63182507931876,True,Social protection policy,Infrastructure investment,0.7642487117538964,True,0.055385997922784695,0.13044066205553084,0.06048639692475244,0.002923933749463134,5.000796898133684
Policy costs,6,87.149282636735,True,Social protection policy,Infrastructure investment,0.8529341636674644,True,0.02424869479046565,0.05207128899675906,0.013012109705264563,0.01978703306460615,3.0638472554735703
Policy costs,7,88.31518207054329,True,Social protection policy,Infrastructure investment,0.8476044987016119,True,0.023724447193244312,0.04200564916940286,0.022330133621978776,0.018699782384973454,3.1494190689115364
Policy costs,8,95.98047543914169,True,Social protection policy,Infrastructure investment,0.7922742250413203,True,0.05171192711583398,0.12378719587597786,0.05014596641469771,0.007058582614743361,4.306762793528807
Policy costs,9,86.51737031009046,True,Social protection policy,Infrastructure investment,0.7828381778735746,True,0.025371106458743187,0.06673093875836045,0.01850404649087667,0.003563887356364037,4.86597003946645
Policy costs,10,85.78104372150884,True,Infrastructure investment,Infrastructure investment,0.7990747685682454,True,0.01782450136647382,0.034596044623072086,0.02152852674003647,0.006261183419549815,4.416734189801495
Policy costs,11,96.72169287565993,True,Social protection policy,Infrastructure investment,0.8422719516724305,True,0.050462882188995625,0.10998468092678815,0.04732746838240831,0.019307938352288216,3.1012599787769575
Policy costs,12,88.6780098893847,True,Infrastructure investment,Infrastructure investment,0.7859737325038322,True,0.024014665936671804,0.04896281599416352,0.03056918948170184,0.004519325302485944,4.689122322007367
Policy costs,13,88.90902864322503,True,Social protection policy,Infrastructure investment,0.8458177902073093,True,0.02923230591874785,0.06560162910331413,0.01861161387509025,0.018099827737213095,3.1977514841022017
Policy costs,14,88.4257281180977,True,Social protection policy,Infrastructure investment,0.8437193382628245,True,0.02658494131192713,0.05658547120260382,0.019044819575675276,0.017417003813465864,3.253646499630816
Policy costs,15,90.35032244732761,True,Infrastructure investment,Infrastructure investment,0.8283807052831561,True,0.026491040892493524,0.04808631638727989,0.03079536876564304,0.013836957970804406,3.5664449238442213
Policy costs,16,98.53643343923726,True,Social protection policy,Social protection policy,0.7916498815255132,True,0.06651239355932051,0.16761886091697847,0.05742056754681746,0.007753948993825838,4.216650390976021
Policy costs,17,100.38884446924654,True,Social protection policy,Infrastructure investment,0.8360337313816448,True,0.058620906146206866,0.10738565250545651,0.07921259903138878,0.018574919974878763,3.1594478898634706
Policy costs,18,95.96172032617466,True,Social protection policy,Social protection policy,0.8080438046333326,True,0.05795115457359,0.1500739689489412,0.042265424948293995,0.010489647110329792,3.8991925084136074
Policy costs,19,90.99164593588276,True,Infrastructure investment,Infrastructure investment,0.827263582235456,True,0.02840304053252546,0.053018817553179276,0.03271805085805557,0.013673773452604267,3.5816205086480153
Policy costs,20,88.8749501982999,True,Social protection policy,Infrastructure investment,0.8036254011315805,True,0.02443164262147979,0.04905410995792714,0.02875552566515427,0.007701113552097863,4.223320874964587
Policy costs,21,87.7684233588993,True,Social protection policy,Infrastructure investment,0.7860973775188521,True,0.027550563175286445,0.06948420518501519,0.022681586816450605,0.004261179112036759,4.734464397170116
Policy costs,22,95.93878362621751,True,Infrastructure investment,Infrastructure investment,0.7639622796390303,True,0.0461425103102883,0.08245861897711115,0.0763032440580329,0.002736923050864981,5.043551572396019
Policy costs,23,100.17265013078486,True,Social protection policy,Infrastructure investment,0.8092178576698004,True,0.061718289367673304,0.1294626388330936,0.07486314983647946,0.0116882241172835,3.7744085599817163
Policy costs,24,89.49119284400717,True,Social protection policy,Infrastructure investment,0.847559937374889,True,0.032288516893316146,0.07628197815431215,0.018019940535131118,0.01870789043716324,3.148995832673733
Policy costs,25,90.82479812114703,True,Social protection policy,Infrastructure investment,0.8299793010753364,True,0.03842673353792377,0.09832467426579306,0.02203892128114837,0.014129971835791802,3.539448015750236
Policy costs,26,92.30815785159228,True,Infrastructure investment,Infrastructure investment,0.7945117085861857,True,0.03161405441609759,0.055220778131267356,0.04880084928736417,0.0066275630377100325,4.365322972027717
Policy costs,27,85.17674438753193,True,Social protection policy,Infrastructure investment,0.7812999403651223,True,0.01953033543967364,0.04670959479749026,0.018411899108197627,0.003234680133169854,4.9332850801762484
Policy costs,28,96.91149582338278,True,Social protection policy,Social protection policy,0.7841420325779326,True,0.05744098287993639,0.1409726411769291,0.054194887437545525,0.005875911465302766,4.472557428915429
Policy costs,29,89.10554591914823,True,Infrastructure investment,Infrastructure investment,0.820929856199396,True,0.023850405252775705,0.043298398484460154,0.028503662796452667,0.011674357103802144,3.775788131724555
Policy costs,30,93.9290519758486,True,Social protection policy,Infrastructure investment,0.8369099225318639,True,0.038275208458511976,0.07693247005931358,0.040059430377651695,0.016971329167826642,3.2907123560048674
Policy costs,31,93.81442674418292,True,Social protection policy,Social protection policy,0.7678865688986484,True,0.057535910980105374,0.16041815037838492,0.037945811614455205,0.0030117264375287,4.981975345525673
Policy costs,32,95.22205841594155,True,Social protection policy,Infrastructure investment,0.8472183922066016,True,0.04298128433020413,0.08709142832839811,0.04305231981542712,0.020290747011889224,3.0249100137863065
Policy costs,33,86.32354833174777,True,Social protection policy,Infrastructure investment,0.81068981586956,True,0.02129158014118639,0.04888225596276674,0.017124406027349992,0.008513868504035627,4.122886993931617
Policy costs,34,91.56443266705767,True,Infrastructure investment,Infrastructure investment,0.7772266887681298,True,0.03075298399557016,0.05496827944641891,0.04896553013961413,0.0037016343984625083,4.837527338988195
Policy costs,35,98.1831328718239,True,Social protection policy,Social protection policy,0.7984640470591602,True,0.06561389887244447,0.16627205317312488,0.054335330003092874,0.00904126287733785,4.060747017087338
Policy costs,36,88.70258457972561,True,Social protection policy,Infrastructure investment,0.8246289212366079,True,0.027530539502191493,0.06232813693015238,0.021726127858882283,0.01230262346863556,3.7130555677719395
Policy costs,37,98.7742263194271,True,Infrastructure investment,Infrastructure investment,0.844844596157661,True,0.050703905270301726,0.0811497901705518,0.07571007221602932,0.02060380605947492,3.0009727858368502
Policy costs,38,99.72862165745018,True,Social protection policy,Infrastructure investment,0.82372519917514,True,0.055997471887748854,0.10108313856995677,0.07984600973126099,0.01506200330590323,3.455313165565919
Policy costs,39,92.94132873327186,True,Social protection policy,Social protection policy,0.7918811783292219,True,0.04677422144029862,0.12232215757208231,0.035065522221393475,0.0063220952475693815,4.408096096974833
Policy costs,40,100.60782094976841,True,Social protection policy,Social protection policy,0.8369780793600504,True,0.06681904492273373,0.15038520746806017,0.06440569525691187,0.019075754504596032,3.11959084193096
Policy costs,41,91.18611429779227,True,Social protection policy,Infrastructure investment,0.7989538167345134,True,0.036682429927756555,0.08990226756796516,0.03129198629402741,0.007194250885155379,4.288865089112838
Policy costs,42,92.78288881880074,True,Social protection policy,Infrastructure investment,0.80261732994714,True,0.037893304130275675,0.08634775722493993,0.037982810222137564,0.008295997008887362,4.1493433630443395
Policy costs,43,95.61589600771723,True,Infrastructure investment,Infrastructure investment,0.797461851882772,True,0.04248047578448601,0.0789202898541187,0.06187888206359371,0.007882493327988613,4.200294494525192
Policy costs,44,100.07313502488294,True,Social protection policy,Infrastructure investment,0.7848717971866187,True,0.06355824922304854,0.13675823867802261,0.07901828433341451,0.006677349269232746,4.358439972561558
Policy costs,45,91.56343000459547,True,Social protection policy,Infrastructure investment,0.8230635241323262,True,0.03402200256482423,0.07473657691596136,0.03165299132870769,0.012687440732215748,3.675304212659611
Policy costs,46,91.67163698795471,True,Infrastructure investment,Infrastructure investment,0.8261749073901018,True,0.028207398456249193,0.041598911064065436,0.04349220236626872,0.013634781166538018,3.585266635812841
Policy costs,47,91.31822350765111,True,Infrastructure investment,Infrastructure investment,0.8520277230788389,True,0.029120773537035537,0.04978588361731495,0.03134078124647377,0.020796042515835653,2.9863792869856858
Policy costs,48,91.59892867393641,True,Infrastructure investment,Infrastructure investment,0.844996210884799,True,0.027970409049245647,0.03859020289587167,0.0404568471060085,0.0188493816704796,3.137529544837906
